item_id,prefix,continuation,category,published_date_gmt,download_date
22,率先試玩 ZOTAC Magnus One -- 隨半導體製程改進，功耗發熱控制更佳，小型系統的遊戲表現都愈來愈強，ZOTAC 早前在 Computex 2023 發表的新一代 Magnus One 小型系統抵港開售，8.3L 容量搭載 Core i7 處理器及 GF RTX 4070 桌面顯示卡，足夠應付多數遊戲及娛樂辦公,用途,Technology,2023-08-22 10:54:32,2023-08-22
23,"光線重建提升光追效果 NVIDIA 發表 DLSS 3.5 秋季推出 -- 在即將於 8 月 23 日在德國科隆舉行 Gamescom 2023 的前夕，NVIDIA 再有新遊戲顯示技術發表——新一代深度學習超取樣技術 DLSS 3.5，引入光線重建（Ray (Tracing) Reconstruction, RR）技術，進一步提升光追",效能,Technology,2023-08-22 10:23:43,2023-08-22
24,iPhone 15又有新色？超吸睛「橙色」渲染圖曝光 -- 下個月就將迎來蘋果iPhone 15系列新機發表，除了將推出新功能，顏色也是果粉們關注的,焦點,Technology,2023-08-22 10:04:10,2023-08-22
25,連兩屆奧運唯一指定床墊，來自一家釣魚線工廠－福澤喬日本深度觀察｜商周 -- 根據日本厚生勞動省調查，日本成年男女有將近30%～40%的民眾，有慢性失眠或睡眠障礙的,症狀,Business,2023-08-24 08:33:45,2023-08-24
26,一次演說，讓瀕臨降級的隊伍重回世界冠軍，這位隊長說了什麼？－非讀BOOK｜商周 -- 身為中階管理者，你不僅要擔任協助落實高層管理政策的人；剛進這個產業的新手很尊重你，你也是他們的前輩、明師或主管；資深管理階層也信任你，能向其他人傳達高層的抱負、價值觀與,目標,Business,2023-08-24 08:28:32,2023-08-24
27,一個廚師看破真相：小吃的「傳統價值」，常建立在老闆不能漲價的壓力上－網民肥皂箱｜商周 -- 還記得當兵前夕，我在TLC上看到Anthony Bourdain的節目「波登不,設限,Business,2023-08-24 08:20:53,2023-08-24
28,"全年無休換來過勞死⋯哪些症狀要注意？飲食怎麼吃？－科技新報 TechNews｜商周 -- 摘要

1.過勞死是一種職業性的突然死亡，可能原因是過度勞動造成疲勞累積，或由壓力引起的突發性",心臟病,Business,2023-08-24 08:18:50,2023-08-24
29,免費腳踏車！北京「人手一車」盛況⋯竟因銀行衝信用卡業績而起－網民肥皂箱｜商周 -- 7、8月的北京城，夢回中國1980年代的「自行,車王國,Business,2023-08-24 08:18:37,2023-08-24
30,東方大勝永倫闖銀牌負方決賽 鬥南華爭「復活」 - 20230823 - 體育 -- 永倫得分主力泰那上仗鬥福建時奮戰受傷，檢查後證實為拉傷腳部筋腱，此役因傷,倦勤,Health,2023-08-22 20:30:00,2023-08-22
31,港田徑隊東亞青運添5獎牌 李紫桃200米摘金 - 20230823 - 體育 -- 田徑小將李紫桃在女子200米決賽，以24.75秒首名衝線，繼女子100米後再度奪金，同時包辦港隊所有金牌；隊友邱蒨庭則以25.15秒跑入季席,摘銅,Health,2023-08-22 20:30:00,2023-08-22
32,10人阿仙奴險勝水晶宮 阿迪達諷球證判罰尺度 - 20230823 - 體育 -- 上屆亞軍阿仙奴上周於開咧戰僅以2：1力克諾定咸森林，昨仗作客面對踢穩守突擊的水晶宮上演攻防戰，鋒將加比爾馬天尼利及尼基迪亞雖在開賽初段均有入球良機，但及後大部分時間「老鼠拉龜」無從入手，反而多次被主隊藉突擊製造威,脅,Health,2023-08-22 20:30:00,2023-08-22
33,"理文3球淨負浦和紅鑽 亞冠附止步 分組賽明午抽籤 傑志列第4檔次 - 20230823 - 體育 -- 首次參加亞冠的理文於上周三外圍賽，在香港大球場主場以5：1大勝印尼峇里聯後，昨造訪有15,568人入場的埼玉2002體育場，正選陣容有兩個變動，收起愛沙尼亞國腳中鋒安尼亞及港足中場黃威，改由另一新兵港將胡晉銘鎮守中場，以及起用後衛余煒廉改踢3中堅陣式，先穩守再交由前場兩名快馬艾華頓及基華尼頓打反擊，並有數十名理文球迷入場",打氣,Health,2023-08-22 20:30:00,2023-08-22
34,格連活特告別紅魔 雙方同意分道揚鑣 料外借他國聯賽 - 20230823 - 體育 -- 格連活特去年1月底涉家暴女友等3項罪名被捕，隨即被球會一直停賽，今年2月因女友撤控而,無罪,Health,2023-08-22 20:30:00,2023-08-22
35,"體壇快訊：陳銘泰今戰世界賽 - 20230823 - 體育 -- 港殘乒韓國賽摘8牌收官

韓國殘疾人乒乓球公開賽於周一落幕，港隊共得1金1銀6銅的佳績，當中焦瑾珊在TT7級女單賽事一路過關，躋身決賽以局數3：1挫韓籍球手奪冠，其隊友王愉程則於4強止步",掛銅,Health,2023-08-22 20:30:00,2023-08-22
36,加强中非合作 促进共同发展 - 看点 - 华声在线 -- 应南非共和国总统拉马福萨邀请，习近平主席8月21日至24日出席在南非约翰内斯堡举行的金砖国家领导人第十五次会晤并对南非进行国事访问，将为中南和中非关系发展注入新,活力,Top,2023-08-22 20:21:56,2023-08-22
37,5件事讓「小弟弟硬不起來」 泌尿科醫細說軟香蕉成因 -- ▲勃起功能障礙除了影響到「性」福外，也會影響,心理健康,Health,2023-08-22 17:02:00,2023-08-22
38,至少26人死亡！印度鐵路橋垮 官員指還有多人失蹤 -- 印度東北部密索藍省（Mizoram）一座正在建設的鐵路橋倒塌，造成至少26人,死亡,World,2023-08-24 05:58:41,2023-08-24
39,普里戈津墜機身亡！拜登暗指普丁是「幕後黑手」前CIA局長預料：俄將接管瓦格納 -- 俄羅斯軍事組織「瓦格納集團」（Wagner）首腦普里戈津（Yevgeny Prigozhin）墜機消息鬧得沸沸揚揚，多方揣測數見不鮮，其中莫過於總統普丁（Vladimir Putin）「清洗、整肅」一說博人,眼球,World,2023-08-24 05:45:29,2023-08-24
40,蚊子最愛叮2種人！醫曝原因「常喝冰飲」也中了 -- ▲你也是蚊子喜歡叮咬的體質,嗎,Health,2023-08-22 14:05:00,2023-08-22
41,新北八里爆首例本土登革熱！30歲清潔隊員「雲林支援噴消」感染 -- ▲八里爆發登革熱本土,個案,Health,2023-08-22 06:48:00,2023-08-22
42,"「暗黑版潤娥」DJ MIU現身信義區！ 只穿內衣逛街太兇 -- 記者楊蕎綺／綜合報導

南韓正妹DJ MIU因臉蛋神似少女時代成員潤娥，被封為「暗黑版潤娥」，她經常在個人社群帳號貼出大尺度清涼照，火辣身材以及甜美臉蛋讓她在Instagram吸引超過184萬粉絲，近日，她來台參加音樂節活動，趁空還到信義區逛街，只穿著粉色運動內衣搭配牛仔短褲，清涼打扮相當",吸睛,Entertainment,2023-08-22 16:37:00,2023-08-22
43,"林煐岷酒駕退團2年回歸！公司「誤用AB6IX帳號發文」網傻眼：故意的？ -- 記者劉宛欣／綜合報導

南韓男歌手林煐岷2020年因酒駕遭吊銷駕照，同年宣布退出團體AB6IX並入伍服役，2022年退伍後SOLO出道，展開個人音樂活動，近日他將帶著新專輯回歸，怎料經紀公司卻疑似手滑選錯帳號，使用AB6IX的官方Instagram發布，馬上就在韓網引起熱烈",討論,Entertainment,2023-08-22 16:36:00,2023-08-22
44,"50萬女星認酒駕：我後悔不已！ 「有叫代駕卻投機」道歉還原過程 -- 記者郭采縈／綜合報導

28歲女星蘿拉（本名李佳玲）以模特兒出道，外型火辣、個性活潑，曾和沈玉琳主持節目打開知名度，近年也跨足經營YouTube頻道，社群累積超過52萬粉絲追",蹤,Entertainment,2023-08-22 16:16:00,2023-08-22
45,"被勸瘦下來「就可以再嫁」 歐陽靖曝身材傷痛：沒那麼容易走出來 -- 記者李湘文／綜合報導

藝人歐陽靖跟日籍前夫離婚後，帶著兒子在台灣當單親媽媽，經常上網寫文分享育兒",生活,Entertainment,2023-08-22 15:49:00,2023-08-22
46,"劉芒翻車3個月掉10萬粉絲！ 新片「不開濾鏡了」真面目曝光 -- 記者郭采縈／綜合報導

YouTuber劉芒因「拜月老」系列影片快速走紅，未料5月遭合作過攝影師及多位廠商爆料工作態度不佳、還過分要求修圖，人設大翻車引發",熱議,Entertainment,2023-08-22 15:39:00,2023-08-22
47,"偏袒FIFTY FIFTY！ 韓觀眾發起抵制《想知道真相》要求道歉、更正 -- 記者劉宛欣／綜合報導

南韓女團FIFTY FIFTY與經紀公司ATTRAKT爆出合約糾紛，要求解約，至今為止由於未能提出明確有利的證據，而遭到網友一面倒撻",伐,Entertainment,2023-08-22 15:37:00,2023-08-22
48,"賴慧如甜曝「點頭二婚」關鍵原因！ 驚吐身體亮紅燈：以為罹癌 -- 記者翁子涵／台北報導

賴慧如月初與國標舞男友劉家銘二婚，今（22日）舉辦新專輯活動，適逢七夕情人節，她透露晚上將與老公、公婆一起吃大餐慶祝，她透露老公不是浪漫的人，更笑虧求婚應該是老公至今做過最浪漫的事，但他們私下相處相當甜蜜，老公每天早上出門前都會親她一下，至於",房事,Entertainment,2023-08-22 14:47:00,2023-08-22
49,"閻奕格清唱《小美人魚》經典OST！ 小S起雞皮尖叫：妳是人類嗎 -- 記者楊蕎綺／綜合報導

實力派歌手閻奕格13年前擔任第六屆《超級星光大道》踢館賽魔王，成為不敗魔王後，再於同年參加《超級星光大道：星光傳奇賽》並奪冠，日前她上節目參加「星光同學會」，重現當年「閻羅王」氣勢外，還現場清唱電影《小美人魚》中文主題曲，聽得主持人和來賓都雞皮疙瘩",狂掉,Entertainment,2023-08-22 14:44:00,2023-08-22
50,"李妍瑾認有新歡！男友七夕長信告白「現在覺得是場夢」：珍惜每一天 -- 記者李湘文／綜合報導

藝人李妍瑾在去年跟前AV導演圤智雨閃電交往分手，單身大半年，昨（21日）出席活動，害羞坦承身邊已有新對象，但因為是圈外人，暫時不願",多談,Entertainment,2023-08-22 14:05:00,2023-08-22
51,河北彩花感謝台灣卻附五星旗？ 公司曝「被假冒」澄清：絕沒搞錯 -- ▲河北彩花及公司澄清，微博帳號「河北彩花REAL」為冒名假帳號，提醒粉絲別,誤會,Entertainment,2023-08-22 13:47:00,2023-08-22
52,陪郭台銘參拜 民眾黨籍縣長陳福海：提出有利金門政策都支持 -- 鴻海集團創辦人郭台銘今晚與民眾黨籍金門縣長陳福海、國民黨籍金門縣議長洪允典一同到金門縣烈嶼三玄宮,參拜,Politics,2023-08-22 11:28:20,2023-08-22
53,徐耀昌痛心針砭國民黨 南投副議長潘一全：心有戚戚焉 -- 針對前苗栗縣長徐耀昌退出國民黨，及對國民黨、侯友宜相關批評，人在國外的南投縣副議長潘一全也越洋回應是感觸,良多,Politics,2023-08-22 11:11:54,2023-08-22
54,情人節謝衣鳯、吳音寧大PK！「山道猴子」對上「鄉下牛郎」 -- 吳音寧、謝衣鳯的情人節PO文各有特色，網友都予以,好評,Politics,2023-08-22 11:09:33,2023-08-22
55,瑞典國會議員今年訪台第二團 蔡總統明接見 -- 「台灣瑞典國會議員協會」（STPA）副主席馬提亞（Mathias Tegnér）等6位瑞典國會議員來台訪問，蔡英文總統明天將於總統府,接見,Politics,2023-08-22 10:58:48,2023-08-22
56,國民黨控綠能害台電虧損 賴清德競辦：惡質手段削弱台灣競爭力 -- 賴清德競選辦公室發言人陳世凱說，國民黨為了走回核能老路惡意中傷綠能產業、削弱台灣產業競爭力，卻拿不出一點,實證,Politics,2023-08-22 10:50:32,2023-08-22
57,鍾佳濱：前瞻補助建設 屏東自來水、道路獲大幅改善 -- 立委鍾佳濱認為前瞻補助建設讓屏東自來水、道路獲得大幅,改善,Politics,2023-08-22 10:49:17,2023-08-22
58,喊「下架國民黨」 徐耀昌再度說明用意 -- 徐耀昌說，說出「下架國民黨」，是希望國民黨能自我,反省,Politics,2023-08-22 10:42:06,2023-08-22
59,力挺郭台銘、回鍋選立委？徐耀昌：逼急了「沒有什麼絕對」 -- 徐耀昌說，若社會需要關心苗栗的民意代表，他會考慮重操舊業參選下屆,立委,Politics,2023-08-22 10:31:45,2023-08-22
60,退黨怒轟侯友宜！徐耀昌：國民黨提出這種人選能看嗎？ -- 徐耀昌痛批侯友宜，當時不參加、不幫忙，如今大選卻要大家幫忙，「天底下有這樣的事,嗎,Politics,2023-08-22 10:19:24,2023-08-22
61,中媒稱雙城論壇是兩岸「和平之樹」 蔣萬安：多數民眾樂見交流 -- 蔣萬安表示，雙城論壇從2010年起舉辦13次、每年都舉辦，這次決定率團參加，最重要的是絕大部分的台灣民眾都希望能夠和平,繁榮,Politics,2023-08-22 10:19:06,2023-08-22
62,新竹球場大聯盟檢測報告公布 內野不如公園且升高受傷風險 -- ▲新竹棒球,場檢測,Sports,2023-08-24 02:49:00,2023-08-24
63,賈吉生涯首次三響砲 助洋基終止難堪9連敗 -- ▲洋基隊長賈吉（Aaron Judge）打出生涯首次三響,砲,Sports,2023-08-24 02:29:00,2023-08-24
64,"法官開庭！賈吉生涯首度單場三響砲 改寫隊史紀錄 -- ▲賈吉 （圖／達志影像／美聯社）

記者馮茵／綜合報導

洋基近日陷入9連敗低潮，今終於以9比1擊敗國民拿下勝利，隊長賈吉（Aaron Judge）生涯首度敲出單場三響砲，貢獻6",分打點,Sports,2023-08-24 02:27:00,2023-08-24
65,中華男排好威！ 直落3擊退伊拉克亞錦賽將和卡達爭4強 -- ▲中華男排直落3擊敗伊拉克，將和卡達爭奪本屆4,強門票,Sports,2023-08-24 02:11:00,2023-08-24
66,李哲輝、楊博軒擊敗世界第1！ 羽球世錦賽強勢直闖16強 -- ▲李哲輝、楊博軒擊敗世界第1印尼組合，直闖世錦賽16,強,Sports,2023-08-24 01:49:00,2023-08-24
67,沒休息！大谷翔平雙重賽首戰手臂疲勞退場 第2戰續打DH -- ▲大谷,翔平,Sports,2023-08-24 01:48:00,2023-08-24
68,"張育成手感復甦繳5支3 本季3A首次猛打賞 -- ▲張育成 （圖／達志影像／美聯社）

記者馮茵／綜合報導

台灣好手張育成在今天對上國民3A的比賽中，繳出5支3亮眼成績，幫助紅襪5比2擊敗對",手,Sports,2023-08-24 01:35:00,2023-08-24
69,參與大都會台灣日 樂天女孩紐約樂翻天與大使相見歡 -- ▲樂天桃猿團隊及樂天女孩造訪紐約台灣經濟文化,辦事處,Sports,2023-08-24 01:21:00,2023-08-24
70,"大谷翔平炸裂後僅投1.1局退板 天使教頭：他只是手臂疲勞 -- ▲大谷翔平 （圖／達志影像／美聯社）

記者馮茵／綜合報導

大谷翔平今以二刀流身分出賽對戰紅人，1局下敲出本季第44轟，但第2局卻因手臂疲勞退出投手丘，僅投1.1局無失分，賽後天使總教練奈文（Phil Nevin）表示，大谷翔平只是手臂",疲勞,Sports,2023-08-24 00:15:00,2023-08-24
71,"韓國殘疾人乒乓球賽 港隊奪1金1銀6銅 -- （圖：香港傷殘人士體育協會）

【體路專訊】ITTF韓國殘疾人乒乓球公開賽周一（21日）圓滿結束，港隊共奪1金1銀6銅，當中焦瑾珊在TT7級女單賽事",封后,Sports,2023-08-22 16:05:14,2023-08-22
72,"比錫達斯嫌貴拒簽拉莫斯 -- 體路 · 10 小時前

【體路專訊】位於香港高爾夫球及網球學院的亞洲首間拿度網球中心今年迎來開幕一週年，其中兩位香港青少年網球選手黎清嵐（Vienna）和譚善恆（Walter）獲學校的「Building A Champion Scholarship 2022」全額獎學金，接受有系統的專業訓練，助他們在國際賽上獲取好",成績,Sports,2023-08-22 15:10:18,2023-08-22
73,【銀牌籃球】陳張敏榮休感圓滿 南華勝方決賽16分不敵滿貫 -- 【體路專訊】香港籃球銀牌賽男子高級組勝方決賽今晚（22日）上演，賽前籃總特別舉辦儀式，向上屆甲一聯賽盟主南華球員頒發冠軍指環，同時亦為陳張敏及李劍煌舉辦榮休儀式，前者直言對17年甲一生涯,感圓滿,Sports,2023-08-22 14:56:21,2023-08-22
74,"車仔又傷一件！卓古麥卡開刀唞6周 -- 體路 · 3 天前

【體路專訪】在所有的運動比賽中，谷底反彈後上奪冠的故事往往最引人",入勝,Sports,2023-08-22 14:45:47,2023-08-22
75,"雌獅軍團粉絲接機得個桔 -- 體路 · 10 小時前

【體路專訊】位於香港高爾夫球及網球學院的亞洲首間拿度網球中心今年迎來開幕一週年，其中兩位香港青少年網球選手黎清嵐（Vienna）和譚善恆（Walter）獲學校的「Building A Champion Scholarship 2022」全額獎學金，接受有系統的專業訓練，助他們在國際賽上獲取好",成績,Sports,2023-08-22 14:16:23,2023-08-22
76,【羽毛球世錦賽】李晉熙／吳芷柔反敗為勝 偕女雙楊雅婷／楊霈霖入32強 -- 【體路專訊】2023世界羽毛球錦標賽續於丹麥哥本哈根上演次天賽事，世界排名第25位的香港混雙組合李晉熙/吳芷柔首圈迎戰巴西代表Davi Silva/Sania Lima，在先失一局情況下連扳兩城反勝晉級，女雙「雙楊配」楊雅婷/楊霈霖亦旗開得勝打入32,強,Sports,2023-08-22 14:15:26,2023-08-22
77,"傳摩連奴謝拉特爭簽格連活 -- now.com 體育 · 1 天前

【Now Sports】上周反對曼聯復用美臣格連活的英國電視節目女主持人Rachel Riley，斥責曼聯日前發出的聲明是為暴力虐待「開綠燈」，將一名被指控的施虐者變成",受害者,Sports,2023-08-22 13:23:42,2023-08-22
78,【銀牌籃球】泰那因傷缺陣 東方29分大勝永倫 -- 【體路專訊】香港籃球銀牌賽男子高級組賽事今晚（22日）續於修頓場館舉行，頭場由職業軍香港東方與永倫於負方組相遇，後者在主力泰那因傷缺陣下雖有另一洋將查雲希爾交出25分13籃板的雙雙數據，惟最終仍以68：97不敵有5人得分上雙的東方，今屆銀牌之旅正式,告終,Sports,2023-08-22 12:56:25,2023-08-22
79,"理文0:3負浦和紅鑽 無緣晉級亞冠盃分組賽 -- 體路 · 4 天前

【體路專訊】「挑戰盃劍擊錦標賽」男、女子花劍及佩劍賽事今日（20日）於科學園會展中心上演，多名本地劍擊好手皆有",參賽,Sports,2023-08-22 12:47:13,2023-08-22
80,"【亞冠盃】紅鑽6分鐘入兩球 理文淨吞三蛋出局 -- （圖：理文提供）

【體路專訊】首次代表香港出戰亞冠盃的理文，今晚作客埼玉2002體育場挑戰上屆盟主浦和紅鑽，開賽6分鐘未站穩陣腳已連失兩球，猶幸門將陳嘉豪隨後力挽狂瀾，惟下半場換入安尼亞及黃威等主力反撲也未能破蛋，完場前再被關根貴大破關，終以0：3見負，未能與另一香港代表傑志一同亮相分組賽，今屆亞冠盃之旅亦隨即畫上",句號,Sports,2023-08-22 12:42:04,2023-08-22
81,15歲孩被急救「一邊要紙筆」！ 醫CPR一半看4字：真的不捨 -- ▲有患者一邊CPR一邊寫下,遺書,Health,2023-08-24 11:21:00,2023-08-24
82,新北市新店區增1例登革熱！ 47歲女有台南活動史 -- ▲新北市再新增1例登革,熱個案,Health,2023-08-24 07:38:00,2023-08-24
83,「1款抗生素」爆抗藥性風險！ 食藥署：限縮使用範圍 -- ▲1款抗生素爆發抗藥性風險，食藥署限縮使用,範圍,Health,2023-08-24 07:11:00,2023-08-24
84,日本核廢水排入海了！台灣仍會進口水產品 「13種海鮮」加強監測 -- ▲日本政府今正式開始排放,核廢水,Health,2023-08-24 06:24:00,2023-08-24
85,食腦蟲追蹤期滿！新北衛生局複驗 親水設施業者最快明天復業 -- ▲新北市某室內親水設施明日複檢合格後，即可恢復,營業,Health,2023-08-24 05:16:00,2023-08-24
86,國人平均「初婚年齡」再升高！ 超過3成35歲後才生第一胎 -- ▲國人平均初婚年齡再度升高，且有超過3成女性35歲後才生,第一胎,Health,2023-08-24 05:00:00,2023-08-24
87,船員「發燒、急性腹痛」困阿拉斯加海上！北醫「千里視訊」救命 -- ▲北醫附醫完成首例遠洋船隊遠距,照護,Health,2023-08-24 04:28:00,2023-08-24
88,衛福部再砸100億布建長照 拚4年加碼6500床 -- ▲衛福部擴大獎助計畫，再砸百億布建長照,床位,Health,2023-08-24 04:00:00,2023-08-24
89,「關渡醫院、台大金山分院」締結姊妹院！將共推社區照護 -- ▲關渡醫院和台大金山分院簽約締結姊妹,院,Health,2023-08-24 04:00:00,2023-08-24
90,辦公室八卦學：閉嘴是最高的藝術！避不掉時3招明哲保身－非讀BOOK｜商周 -- 你是不是曾經一不小心闖入某間會議室，發現同事正在交頭接耳、眼神閃爍，尷尬的不知該說什麼，退出時還忘記關上門,呢,Business,2023-08-24 08:04:40,2023-08-24
